Video_ID,Channel_ID,Channel_Name,Video_Title,YouTube_URL,Transcript_Path,Year,DurationSeconds,Transcript_Provider,Family_Count,Family_List,Tool_Total_Mentions,Tool_List,Tactic_Total_Mentions,Dominant_Tactic,Platform_Signal,Tactic_Initial_Access,Tactic_Execution,Tactic_Persistence,Tactic_Privilege_Escalation,Tactic_Credential_Access,Tactic_Lateral_Movement,Tactic_Discovery,Tactic_Command_and_Control,Tactic_Exfiltration,Tactic_Impact,Tool_Cobalt_Strike,Tool_Mimikatz,Tool_PsExec,Tool_Rclone,Tool_MegaNZ,Tool_AnyDesk,Tool_TeamViewer,Tool_BloodHound,Platform_Windows,Platform_Linux,Platform_ESXi
V0152,C16,USENIX Security,SREcon25 Europe/Middle East/Africa - STPA for Software Systems–Illuminate the Unknown Unknowns,https://www.youtube.com/watch?v=qO0JXY8O0RU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C16_USENIX_Security/V0152.txt,2025,4958,local_asr_whisper,1,Qilin,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0153,C17,FIRST Conference,"Improving Security Across Nations with FIRST: Enrico Lovat, FIRST Member",https://www.youtube.com/watch?v=Ggp3UIVPxkc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0153.txt,2025,416,local_asr_whisper,1,Play,0,,3,Initial_Access,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0154,C17,FIRST Conference,"Improving Security Across Nations with FIRST: Adli Wahid, FIRST Member",https://www.youtube.com/watch?v=0xyiqtSTOhc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0154.txt,2025,338,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0155,C17,FIRST Conference,"Improving Security Across Nations with FIRST: Sametria McKinney, FIRST Member",https://www.youtube.com/watch?v=kMvsUWzRxYI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0155.txt,2025,442,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0156,C17,FIRST Conference,"Improving Security Across Nations with FIRST: Carlos Leonardo, FIRST Board of Directors Member",https://www.youtube.com/watch?v=fa11tDS1zM8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0156.txt,2025,434,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0157,C17,FIRST Conference,Revolutionizing Malware Analysis with Agentic AI: Lessons and Innovations,https://www.youtube.com/watch?v=Y46zntv2IRM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0157.txt,2025,2113,local_asr_whisper,2,"Play, Qilin",0,,7,Execution,Linux,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0
V0158,C17,FIRST Conference,"Friday Keynote Address - Network Security is a Team Sport, so How Do We Set and Manage the Team",https://www.youtube.com/watch?v=cxINHQ4I8Aw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0158.txt,2025,3272,local_asr_whisper,0,,0,,3,Impact,,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
V0159,C17,FIRST Conference,What Can Cybersecurity Incident Responders Learn from Real-World Crises?,https://www.youtube.com/watch?v=JtvjGZeJhC0,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0159.txt,2025,2168,local_asr_whisper,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0160,C17,FIRST Conference,Automated ATT&CK Technique Chaining,https://www.youtube.com/watch?v=UQ2TixVmGBE,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0160.txt,2025,2097,whisper_base,2,"Play, Qilin",0,,23,Execution,Windows,6,11,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0
V0161,C17,FIRST Conference,What's New in CSAF v2.1: Key Updates Explained,https://www.youtube.com/watch?v=IMVAwXra3k8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0161.txt,2025,2087,local_asr_whisper,1,Play,0,,22,Initial_Access,,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0162,C17,FIRST Conference,Only Seeing Stars: Enabling the Open Source Scripting Community with OCSF,https://www.youtube.com/watch?v=RqsHcTtFhpc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C17_FIRST_Conference/V0162.txt,2025,1998,local_asr_whisper,1,Play,0,,1,Command_and_Control,Windows,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0
V0163,C18,Malware Analysis for Hedgehogs,"Malware Analysis - RenPy game, finding malware code in 2956 files, Beginner friendly",https://www.youtube.com/watch?v=Fmfg0F1e2tM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0163.txt,2025,2177,local_asr_whisper,0,,0,,16,Execution,Windows,0,9,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,1,1,1
V0164,C18,Malware Analysis for Hedgehogs,Malware Analysis - Defeating ConfuserEx Anti-Analysis with Hooking,https://www.youtube.com/watch?v=sARnT7o8L60,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0164.txt,2025,1784,local_asr_whisper,0,,0,,30,Impact,,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
V0165,C18,Malware Analysis for Hedgehogs,Malware Theory - What breakpoints to set for unpacking,https://www.youtube.com/watch?v=fn8rAm9u4rc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0165.txt,2025,791,local_asr_whisper,0,,0,,8,Execution,Windows,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0
V0166,C18,Malware Analysis for Hedgehogs,"Malware Analysis - Virut's file infection, part 3",https://www.youtube.com/watch?v=FcXPSpBh4ps,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0166.txt,2025,3367,local_asr_whisper,0,,0,,3,Impact,Windows,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,2
V0167,C18,Malware Analysis for Hedgehogs,"Malware Analysis - Virut's NTDLL Hooking and Process Infection, Part 2",https://www.youtube.com/watch?v=nuxnvjGgUQQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0167.txt,2025,3553,local_asr_whisper,0,,0,,5,Execution,Windows,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,3
V0168,C18,Malware Analysis for Hedgehogs,"Malware Analysis - Virut, Unpacking a Polymorphic File Infector, Part I",https://www.youtube.com/watch?v=250Bxe0qlQY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0168.txt,2025,3276,local_asr_whisper,0,,0,,19,Impact,Windows,0,1,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0
V0169,C18,Malware Analysis for Hedgehogs,Malware Analysis - Unpacking Lumma Stealer from Emmenhtal and Pure Crypter,https://www.youtube.com/watch?v=aenOHAryDPc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0169.txt,2025,2096,local_asr_whisper,0,,0,,29,Impact,ESXi,0,5,1,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,5
V0170,C18,Malware Analysis for Hedgehogs,Antivirus myths and how AVs actually work,https://www.youtube.com/watch?v=4DolQTKGT9U,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0170.txt,2025,995,local_asr_whisper,0,,0,,6,Impact,,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
V0171,C18,Malware Analysis for Hedgehogs,Malware Analysis - Writing Code Signatures,https://www.youtube.com/watch?v=oxC9sBmlo3s,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0171.txt,2024,2454,local_asr_whisper,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0172,C18,Malware Analysis for Hedgehogs,"Malware Analysis - ConfuserEx 2 Deobfuscation with Python and dnlib, BBTok Loader",https://www.youtube.com/watch?v=Pjy50g6naMU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C18_Malware_Analysis_for_Hedgehogs/V0172.txt,2024,2855,local_asr_whisper,0,,0,,21,Impact,ESXi,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1
V0173,C19,OALabs,Reverse Engineering Access Tokens Part 2,https://www.youtube.com/watch?v=Y58eBWyJxDA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0173.txt,2025,1251,local_asr_whisper,0,,0,,38,Privilege_Escalation,Windows,1,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
V0174,C19,OALabs,Automated AI Reverse Engineering with MCP for IDA and Ghidra (Live VIBE RE),https://www.youtube.com/watch?v=iFxNuk3kxhk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0174.txt,2025,5497,local_asr_whisper,1,Play,0,,54,Impact,Windows,2,1,0,10,0,0,1,13,3,24,0,0,0,0,0,0,0,0,5,0,5
V0175,C19,OALabs,Zombieware,https://www.youtube.com/watch?v=NNLZmB6_aGA,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0175.txt,2024,1327,local_asr_whisper,0,,0,,12,Impact,,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0
V0176,C19,OALabs,Introduction to YARA Part 1 - What is a YARA Rule,https://www.youtube.com/watch?v=3BpIhbsDR_I,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0176.txt,2024,590,local_asr_whisper,0,,0,,3,Persistence,Windows,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
V0177,C19,OALabs,How To Recognize Macro Encrypted Strings in Malware,https://www.youtube.com/watch?v=fEAGYjhKzJY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0177.txt,2023,554,local_asr_whisper,0,,0,,19,Impact,,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
V0178,C19,OALabs,Direct vs. Indirect Syscalls What Is All The HYPE?!  [OALABS Call-In Show],https://www.youtube.com/watch?v=W2SeruUxhDs,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0178.txt,2023,426,local_asr_whisper,1,Play,0,,2,Initial_Access,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0179,C19,OALabs,Emulation Fundamentals - Writing A Basic x86 Emulator,https://www.youtube.com/watch?v=HPrqOIdNlrQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0179.txt,2023,1613,local_asr_whisper,0,,0,,1,Execution,Windows,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1
V0180,C19,OALabs,AV Emulation Detection Tricks Used by Malware,https://www.youtube.com/watch?v=8jckguVRHyI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0180.txt,2023,516,local_asr_whisper,0,,0,,0,,Windows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
V0181,C19,OALabs,ESXiArgs Ransomware Analysis with @fwosar,https://www.youtube.com/watch?v=bBcvqxPdjoI,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0181.txt,2023,3450,local_asr_whisper,2,"Babuk, Play",0,,72,Impact,ESXi,4,0,0,0,0,0,3,0,3,62,0,0,0,0,0,0,0,0,6,18,35
V0182,C19,OALabs,Do Companies Actually Pay Ransomware [ Reverse Engineering AMA ],https://www.youtube.com/watch?v=-CD82mTcy5A,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C19_OALabs/V0182.txt,2023,381,local_asr_whisper,0,,0,,7,Impact,,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
V0183,C20,LiveOverflow,The World's Hardest Hacking Competition - Pwn2Own Documentary (Part 1),https://www.youtube.com/watch?v=YQEq5s4SRxY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0183.txt,2026,866,local_asr_whisper,1,Qilin,0,,20,Initial_Access,,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0184,C20,LiveOverflow,From Zero to Zero Day (and beyond) - Life of a Hacker: Jonathan Jacobi,https://www.youtube.com/watch?v=BOLN_B0qnZk,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0184.txt,2025,5204,local_asr_whisper,1,Play,0,,23,Initial_Access,Linux,16,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
V0185,C20,LiveOverflow,The German Hacking Championship,https://www.youtube.com/watch?v=f0C3RH7baEw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0185.txt,2025,500,local_asr_whisper,1,Play,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0186,C20,LiveOverflow,Do you know this common Go vulnerability?,https://www.youtube.com/watch?v=wVknDjTgQoo,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0186.txt,2025,908,local_asr_whisper,1,Play,0,,6,Initial_Access,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0187,C20,LiveOverflow,A Vulnerability to Hack The World - CVE-2023-4863,https://www.youtube.com/watch?v=lAyhKaclsPM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0187.txt,2023,1080,local_asr_whisper,0,,0,,27,Initial_Access,,24,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0188,C20,LiveOverflow,Reinventing Web Security,https://www.youtube.com/watch?v=LxUAnZY_08o,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0188.txt,2023,1237,local_asr_whisper,0,,0,,34,Initial_Access,,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
V0189,C20,LiveOverflow,The Circle of Unfixable Security Issues,https://www.youtube.com/watch?v=lr1KuL8OmJY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0189.txt,2023,1333,local_asr_whisper,0,,0,,36,Initial_Access,,34,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0190,C20,LiveOverflow,Local Root Exploit in HospitalRun Software,https://www.youtube.com/watch?v=duLJUpptSik,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0190.txt,2023,1248,local_asr_whisper,1,Play,0,,64,Initial_Access,Linux,41,2,0,19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
V0191,C20,LiveOverflow,Android App Bug Bounty Secrets,https://www.youtube.com/watch?v=nxlm7pIvMdg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0191.txt,2023,1214,local_asr_whisper,1,Play,0,,17,Initial_Access,,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0192,C20,LiveOverflow,Generic HTML Sanitizer Bypass Investigation,https://www.youtube.com/watch?v=HUtkW2gjC8Q,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C20_LiveOverflow/V0192.txt,2023,845,local_asr_whisper,1,Play,0,,1,Execution,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0193,C21,CyberWire,Multiple root-level risks resolved.,https://www.youtube.com/watch?v=mmH02AmaxRg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0193.txt,2026,1719,local_asr_whisper,2,"Medusa, Play",0,,20,Initial_Access,Windows,7,6,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0
V0194,C21,CyberWire,COBIT (noun) [Word Notes],https://www.youtube.com/watch?v=rFFFyuyz5Kw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0194.txt,2026,409,local_asr_whisper,0,,0,,1,Discovery,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0195,C21,CyberWire,COBIT (noun),https://www.youtube.com/watch?v=lePln5REo-M,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0195.txt,2026,411,local_asr_whisper,0,,0,,1,Discovery,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0196,C21,CyberWire,The basics broke telecom.,https://www.youtube.com/watch?v=d5xelZImdT4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0196.txt,2026,1892,local_asr_whisper,1,Play,0,,18,Initial_Access,,13,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0197,C21,CyberWire,Cyber without borders: The human side of cyber defense. [Special Edition],https://www.youtube.com/watch?v=mpyTO5RiZwM,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0197.txt,2026,1569,local_asr_whisper,1,Play,0,,1,Execution,Windows,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
V0198,C21,CyberWire,Cyber without borders: The human side of cyber defense. [Special Edition],https://www.youtube.com/watch?v=mcubiTCUOi8,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0198.txt,2026,1569,local_asr_whisper,1,Play,0,,1,Execution,Windows,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
V0199,C21,CyberWire,Who is needed for the future space workforce?,https://www.youtube.com/watch?v=ct1yL39WAxU,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0199.txt,2026,1512,local_asr_whisper,0,,0,,5,Execution,,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0200,C21,CyberWire,Telegram for the throne. [Research Saturday],https://www.youtube.com/watch?v=IIpmGVUI-BQ,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0200.txt,2026,1384,local_asr_whisper,1,Play,0,,17,Command_and_Control,Windows,1,1,0,0,0,0,1,10,0,4,0,0,0,0,0,0,0,0,1,0,0
V0201,C21,CyberWire,Telegram for the throne.,https://www.youtube.com/watch?v=d4jhWp_pzFc,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0201.txt,2026,1353,local_asr_whisper,1,Play,0,,18,Command_and_Control,Windows,1,1,0,0,0,0,1,11,0,4,0,0,0,0,0,0,0,0,1,0,0
V0202,C21,CyberWire,From Mishaps to Moonshots.,https://www.youtube.com/watch?v=INedFocPTNw,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C21_CyberWire/V0202.txt,2026,1488,local_asr_whisper,0,,0,,6,Execution,,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0203,C22,Threatpost,Malware Partnerships: A Formidable Threat to Businesses,https://www.youtube.com/watch?v=H7b704TFhW4,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0203.txt,2021,799,local_asr_whisper,2,"Egregor, Ryuk",0,,13,Initial_Access,,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0204,C22,Threatpost,"Email Security Attacks End in Financial Ruin, Emotional Despair",https://www.youtube.com/watch?v=VQO8HQSA54I,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0204.txt,2021,1548,local_asr_whisper,1,Play,0,,2,Initial_Access,Windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
V0205,C22,Threatpost,"Patrick Wardle: Hackers Abusing Apple Technologies, 'Powerful' iOS Bugs",https://www.youtube.com/watch?v=gtLXRQFCgOg,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0205.txt,2020,1239,local_asr_whisper,1,Play,0,,12,Initial_Access,Windows,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0
V0206,C22,Threatpost,Ransomware And IP Theft Top COVID-19 Healthcare Security Scares,https://www.youtube.com/watch?v=pPyTJO5c4_U,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0206.txt,2020,1187,local_asr_whisper,0,,0,,4,Initial_Access,,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
V0207,C22,Threatpost,U.S. Presidential Elections: Cybercriminals Step Up Their Game,https://www.youtube.com/watch?v=ZqHU67y7-Os,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0207.txt,2020,1059,local_asr_whisper,1,Play,0,,3,Initial_Access,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V0208,C22,Threatpost,A Cyber ‘Vigilante’ is Sabotaging Emotet’s Return,https://www.youtube.com/watch?v=jyr3njdceQY,/tmp/claude-1004/-home-henry-k-Agentic-SABRE/95ae63e3-b8ae-4ac4-90bb-156d1bff9227/scratchpad/RansKnow_repo2/transcripts/C22_Threatpost/V0208.txt,2020,828,local_asr_whisper,0,,1,Cobalt_Strike,3,Initial_Access,,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
